#	source	seqNo	temperature	pressure	humidity	luminosity	battery

2	118	118	118	118	118	118	
2	119	119	119	119	119	119	
2	120	120	120	120	120	120	
2	121	121	121	121	121	121	
2	122	122	122	122	122	122	
2	123	123	123	123	123	123	
2	124	124	124	124	124	124	
2	125	125	125	125	125	125	
2	126	126	126	126	126	126	
2	127	127	127	127	127	127	
2	202	202	202	202	202	202	
2	203	203	203	203	203	203	
2	204	204	204	204	204	204	
2	205	205	205	205	205	205	
2	206	206	206	206	206	206	
2	207	207	207	207	207	207	
2	208	208	208	208	208	208	
2	209	209	209	209	209	209	
2	210	210	210	210	210	210	
2	211	211	211	211	211	211	
2	212	212	212	212	212	212	
2	213	213	213	213	213	213	
2	214	214	214	214	214	214	
2	215	215	215	215	215	215	
2	216	216	216	216	216	216	
2	217	217	217	217	217	217	
2	218	218	218	218	218	218	
2	219	219	219	219	219	219	
2	220	220	220	220	220	220	
2	221	221	221	221	221	221	
2	222	222	222	222	222	222	
2	223	223	223	223	223	223	
2	224	224	224	224	224	224	
2	225	225	225	225	225	225	
2	226	226	226	226	226	226	
2	227	227	227	227	227	227	
2	228	228	228	228	228	228	
2	229	229	229	229	229	229	
2	230	230	230	230	230	230	
2	231	231	231	231	231	231	
2	232	232	232	232	232	232	
2	233	233	233	233	233	233	
2	234	234	234	234	234	234	
2	235	235	235	235	235	235	
2	236	236	236	236	236	236	
2	237	237	237	237	237	237	
2	238	238	238	238	238	238	
2	239	239	239	239	239	239	
2	240	240	240	240	240	240	
2	241	241	241	241	241	241	
2	242	242	242	242	242	242	
2	243	243	243	243	243	243	
2	244	244	244	244	244	244	
2	245	245	245	245	245	245	
2	246	246	246	246	246	246	
2	247	247	247	247	247	247	
2	248	248	248	248	248	248	
2	249	249	249	249	249	249	
2	250	250	250	250	250	250	
2	251	251	251	251	251	251	
2	252	252	252	252	252	252	
2	253	253	253	253	253	253	
2	254	254	254	254	254	254	
2	255	255	255	255	255	255	
2	256	256	256	256	256	256	
2	257	257	257	257	257	257	
2	258	258	258	258	258	258	
2	259	259	259	259	259	259	
2	260	260	260	260	260	260	
2	261	261	261	261	261	261	
2	262	262	262	262	262	262	
2	263	263	263	263	263	263	
2	264	264	264	264	264	264	
2	265	265	265	265	265	265	
2	266	266	266	266	266	266	
2	267	267	267	267	267	267	
2	268	268	268	268	268	268	
2	269	269	269	269	269	269	
2	270	270	270	270	270	270	
2	271	271	271	271	271	271	
2	272	272	272	272	272	272	
2	273	273	273	273	273	273	
2	274	274	274	274	274	274	
2	275	275	275	275	275	275	
2	276	276	276	276	276	276	
2	277	277	277	277	277	277	
2	278	278	278	278	278	278	
2	279	279	279	279	279	279	
2	280	280	280	280	280	280	
2	281	281	281	281	281	281	
2	282	282	282	282	282	282	
2	283	283	283	283	283	283	
2	284	284	284	284	284	284	
2	285	285	285	285	285	285	
2	286	286	286	286	286	286	
2	287	287	287	287	287	287	
2	288	288	288	288	288	288	
2	289	289	289	289	289	289	
2	290	290	290	290	290	290	
2	291	291	291	291	291	291	
2	292	292	292	292	292	292	
2	293	293	293	293	293	293	
2	294	294	294	294	294	294	
2	295	295	295	295	295	295	
2	296	296	296	296	296	296	
2	297	297	297	297	297	297	
2	298	298	298	298	298	298	
2	299	299	299	299	299	299	
2	300	300	300	300	300	300	
2	301	301	301	301	301	301	
2	302	302	302	302	302	302	
2	303	303	303	303	303	303	
2	304	304	304	304	304	304	
2	305	305	305	305	305	305	
2	306	306	306	306	306	306	
2	307	307	307	307	307	307	
2	308	308	308	308	308	308	
2	309	309	309	309	309	309	
2	310	310	310	310	310	310	
2	311	311	311	311	311	311	
2	312	312	312	312	312	312	
2	313	313	313	313	313	313	
2	314	314	314	314	314	314	
2	315	315	315	315	315	315	
2	316	316	316	316	316	316	
2	317	317	317	317	317	317	
2	318	318	318	318	318	318	
2	319	319	319	319	319	319	
2	320	320	320	320	320	320	
2	321	321	321	321	321	321	
2	322	322	322	322	322	322	
2	323	323	323	323	323	323	
2	324	324	324	324	324	324	
2	325	325	325	325	325	325	
2	326	326	326	326	326	326	
2	327	327	327	327	327	327	
2	328	328	328	328	328	328	
2	329	329	329	329	329	329	
2	330	330	330	330	330	330	
2	331	331	331	331	331	331	
2	332	332	332	332	332	332	
2	333	333	333	333	333	333	
2	334	334	334	334	334	334	
2	335	335	335	335	335	335	
2	336	336	336	336	336	336	
2	337	337	337	337	337	337	
2	338	338	338	338	338	338	
2	339	339	339	339	339	339	
2	340	340	340	340	340	340	
2	341	341	341	341	341	341	
2	342	342	342	342	342	342	
2	343	343	343	343	343	343	
2	344	344	344	344	344	344	
2	345	345	345	345	345	345	
2	346	346	346	346	346	346	
2	347	347	347	347	347	347	
2	348	348	348	348	348	348	
2	349	349	349	349	349	349	
2	350	350	350	350	350	350	
2	351	351	351	351	351	351	
2	352	352	352	352	352	352	
2	353	353	353	353	353	353	
2	354	354	354	354	354	354	
2	355	355	355	355	355	355	
2	356	356	356	356	356	356	
2	357	357	357	357	357	357	
2	358	358	358	358	358	358	
2	359	359	359	359	359	359	
2	360	360	360	360	360	360	
2	361	361	361	361	361	361	
2	362	362	362	362	362	362	
2	363	363	363	363	363	363	
2	364	364	364	364	364	364	
2	365	365	365	365	365	365	
2	366	366	366	366	366	366	
2	367	367	367	367	367	367	
